1699293964|emzyp|0.004738666666666666|devin|0.004738|ro7nv|0.004738|diff|.000140|
1699294027|emzyp|0.004739666666666667|devin|0.004739333333333334|ro7nv|0.004739666666666667|diff|.000070|
1699294092|emzyp|0.0047413333333333335|devin|0.0047406666666666665|ro7nv|0.0047413333333333335|diff|.000140|
1699294154|emzyp|0.0047406|devin|0.0047406|ro7nv|0.0047406|diff|0|
1699294217|emzyp|0.004743|devin|0.004743|ro7nv|0.004743|diff|0|
1699294279|emzyp|0.004744|devin|0.004744|ro7nv|0.004744|diff|0|
1699294341|emzyp|0.0047425|devin|0.004744|ro7nv|0.004744|diff|.000316|
1699294404|emzyp|0.0047419|devin|0.0047406|ro7nv|0.0047406|diff|.000274|
1699294467|emzyp|0.004741266666666666|devin|0.004740266666666667|ro7nv|0.0047419|diff|.000344|
1699294531|emzyp|0.004740266666666667|devin|0.004740266666666667|ro7nv|0.004740266666666667|diff|0|
1699294594|emzyp|0.004739266666666666|devin|0.0047399|ro7nv|0.004739933333333334|diff|.000140|
1699294660|emzyp|0.004737666666666667|devin|0.0047405|ro7nv|0.0047399|diff|.000598|
1699294725|emzyp|0.0047405|devin|0.0047415|ro7nv|0.0047415|diff|.000210|
1699294787|emzyp|0.0047415|devin|0.004739500000000001|ro7nv|0.004739|diff|.000527|
1699294859|emzyp|0.004743666666666667|devin|0.00474|ro7nv|0.00474|diff|.000773|
1699294921|emzyp|0.00474|devin|0.00474|ro7nv|0.004739500000000001|diff|.000105|
1699294983|emzyp|0.004740333333333333|devin|0.00474|ro7nv|0.004742|diff|.000421|
1699295046|emzyp|0.004743|devin|0.004742|ro7nv|0.004742|diff|.000210|
1699295109|emzyp|0.0047425|devin|0.004744333333333333|ro7nv|0.004744|diff|.000386|
1699295171|emzyp|0.00474105|devin|0.004742|ro7nv|0.004742|diff|.000200|
1699295233|emzyp|0.004741366666666667|devin|0.0047407|ro7nv|0.0047407|diff|.000140|
1699295294|emzyp|0.004740033333333333|devin|0.0047403666666666665|ro7nv|0.0047397|diff|.000140|
1699295357|emzyp|0.0047407000000000005|devin|0.004742|ro7nv|0.0047407000000000005|diff|.000274|
1699295419|emzyp|0.0047397|devin|0.004740033333333333|ro7nv|0.00473955|diff|.000101|
1699295481|emzyp|0.00474005|devin|0.00474005|ro7nv|0.00474005|diff|0|
1699295543|emzyp|0.00474105|devin|0.00474105|ro7nv|0.00474105|diff|0|
1699295605|emzyp|0.004738366666666666|devin|0.004741033333333333|ro7nv|0.004741033333333333|diff|.000562|
1699295671|emzyp|0.00474005|devin|0.00474055|ro7nv|0.00474055|diff|.000105|
1699295735|emzyp|0.00474055|devin|0.004740666666666667|ro7nv|0.004739366666666667|diff|.000274|
1699295797|emzyp|0.004735666666666667|devin|0.004737|ro7nv|0.0047405|diff|.001020|
1699295861|emzyp|0.004737|devin|0.004735|ro7nv|0.004735|diff|.000422|
1699295923|emzyp|0.004735|devin|0.004735|ro7nv|0.004735|diff|0|
1699295985|emzyp|0.004735|devin|0.004735|ro7nv|0.004735|diff|0|
1699296049|emzyp|0.004736666666666667|devin|0.004733333333333333|ro7nv|0.004727|diff|.002044|
1699296113|emzyp|0.0047290000000000006|devin|0.0047290000000000006|ro7nv|0.0047290000000000006|diff|0|
1699296176|emzyp|0.0047290000000000006|devin|0.0047290000000000006|ro7nv|0.0047290000000000006|diff|0|
1699296238|emzyp|0.004729|devin|0.00473|ro7nv|0.004730333333333333|diff|.000281|
1699296299|emzyp|0.00473|devin||ro7nv|0.0047305|diff|.000105|
1699296365|emzyp|0.0047315|devin|0.0047305|ro7nv|0.0047290000000000006|diff|.000528|
1699296426|emzyp|0.0047305|devin|0.004729499999999999|ro7nv|0.004729499999999999|diff|.000211|
1699296488|emzyp|0.0047279999999999996|devin|0.004729499999999999|ro7nv|0.004729499999999999|diff|.000317|
1699296552|emzyp|0.0047285|devin|0.0047285|ro7nv|0.0047285|diff|0|
1699296615|emzyp|0.0047276666666666665|devin|0.0047283333333333335|ro7nv|0.0047283333333333335|diff|.000141|
1699296678|emzyp|0.004720500000000001|devin|0.0047209999999999995|ro7nv|0.0047209999999999995|diff|.000105|
1699296739|emzyp|0.00472|devin|0.004720500000000001|ro7nv|0.004720500000000001|diff|.000105|
1699296801|emzyp|0.00472|devin|0.00472|ro7nv|0.00472|diff|0|
1699296863|emzyp|0.0047213333333333335|devin|0.00472|ro7nv|0.004720500000000001|diff|.000282|
1699296928|emzyp|0.004726666666666666|devin|0.004726666666666666|ro7nv|0.004726666666666666|diff|0|
1699296992|emzyp|0.004724|devin|0.004722499999999999|ro7nv|0.0047235|diff|.000317|
1699297055|emzyp|0.0047235|devin|0.004723|ro7nv|0.0047213333333333335|diff|.000458|
1699297117|emzyp|0.004723|devin|0.004723|ro7nv|0.004723|diff|0|
1699297182|emzyp|0.004724333333333333|devin|0.0047235|ro7nv||diff|.000176|
1699297247|emzyp|0.004726|devin|0.004726|ro7nv|0.004726|diff|0|
1699297312|emzyp|0.004726|devin|0.0047215|ro7nv|0.004723333333333333|diff|.000953|
